file_id,user_id,subforum_id,num_contexts,text,label
13462533_2,579056,1347,2,I hope this will catch on like the 14 words .,noHate
13467569_3,574152,1346,2,I can picture him as that baby monkey on the ' save the rainforest comercial or whatever,hate
13477295_3,572087,1345,2,No wonder we are in such bad shape with this tribe in charge of the White House and Congress .,hate
13477865_1,572224,1346,0,The Jew represents the snake .,hate
13480997_1,573561,1345,3,"I hate to see such beautiful white females become victims of these sick , violent merciless animals .",hate
13480997_2,573561,1345,0,Separation is the only answer !,hate
13484158_2,579086,1345,1,Who the hell cares if its not kosher ...,hate
13484565_1,581444,1345,2,"i've felt anger when i 've read it on forum , but we have to do our part and speaking at loud voice this fact , because , for example , i 'm from europe and this fact is not pased on tv news or in the news paper ... knows your enemies is the first pass for vicory on them !",hate
13488146_2,585682,1395,2,We are more concerned about ZOG controlling US and Russia .,hate
13491591_1,575250,1395,0,"Another EuroRus update , more video and photos ! [ gvideo ] http://video.google.com/videoplay ? docid = 5268894597794277031 [ /gvideo ] A Fascinating Conversation Between Dr. Alfred Vierling & Dr. Duke !",noHate
13492064_2,576293,1395,2,"Ignore the genocide on Serbs , turn your back on your own people .",noHate
13499007_2,585703,1395,0,"I just bought two CD 's featuring the Russian Radio Chorus Orchestra , Orchestra Vladimir Avramow , and St. Petersburg Balaika Ensemble playing such songs as St. Petersburg , Why Should I Be Sad , Dark Night , The Long Way , Wolga , So Many Days , Nastassja , Two Guitars , Fields , Hai-Da Trojka , Bandura , Tschubtschik , Troika , The Cossack , Our Little Village , Stenka Rasin , and many others .",noHate
13499007_3,585703,1395,0,"I was recently in Zaporojie , Ukraine , which has a famous Cossack enclave , where I had the opportunity to dine at a Cossack restaurant and listen to traditional Cossack music played live .",noHate
13503555_1,575787,1345,0,SEX: MALE RACE : BLACK D.O.B : 08-24-1950 HEIGHT : 5 ' 11 WEIGHT : 180 EYE : BROWN HAIR BLACK In Custody For : 001 MISDEMEANOR COUNT OF CRIMINAL TRESPASS 2ND DEG This dude looks like an olde version of Cornielious from `` Planet of the Apes '' !,hate
13506182_1,586372,1395,1,Because the communist party was almost all jew out to kill any gentile that stood in their way or had property that the jew - communist wanted .,hate
13507183_1,573278,1345,0,"Couple Befriend Negroid , Negroid Tries To Burn Down Couples Home - NNN Reporters Newsroom Forum Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire Reported by : Irika Sargent Last Update : 4/25 9 : 01 pm Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire | Local15tv.com , Mobile & Pensacola News , Entertainment , Videos , Business Search and Shopping This is what happens when you make friends with spearchuckers .",hate
13547398_2,580757,1345,0,Shows some interesting statistics about the jew rats ...,hate
13597435_3,573835,1393,0,Interesting .,noHate
13604801_2,589629,1393,0,The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,hate
13604948_1,572043,1393,0,"The only thing manipulated here are the minds of few foreigners , who reckon they can live amongest superiour , pagan blood .",hate
13605248_6,579436,1393,1,"Denmark : 2.3 ( 2001 ) , 1.1 ( 2002 ) , 0.9 ( 2003 ) , 0.6 ( 2004 ) . ( assuming population of 5.4 million ) Good job Denmark !",hate
13609323_2,581207,1393,1,Read the earlier posts and see that there are still lots of non-whites coming to Denmark .,noHate
13843249_1,591099,1391,0,i get what your saying and there are thousands of non irish here who will never contribute anything to this land .,hate
13843422_1,592421,1391,0,"unless you are a tourist or here the study for a year or two please just go back Russian , we dont need or want more slavs",hate
13843729_1,579630,1391,0,What a load of crap.Water are ye people for real Ireland is been taken over by non Irish and this rubbish .,hate
13844126_1,592479,1391,0,I hate the word racist it makes people being called racist think that they are doing something wrong when they the immigrants coming here are doing something wrong,hate
13846521_1,592499,1391,2,"No I was asking for a link for were it says their banning the celtic cross , but thanks for the link i 'll check it out .",noHate
13855496_1,587508,1391,7,Watching those videos makes me feel like im going to explode with hatred for those creatures .,hate
13857116_1,586778,1391,1,This filth is a sectarian British song not an Irish folk song the sort of scum who wrote and admire this filth have no place on a WN forum yet alone an Irish forum,hate
13863356_1,582579,1391,0,The Church of Ireland Archbishop of Dublin has called for an amnesty for immigrants who have been in Ireland for five years or more without their status being resolved .,noHate
13864766_1,591125,1391,2,"Thankfully, the C.W. Camp-Out will go ahead this year .",noHate
13864827_2,591107,1391,3,Is this true ?,noHate
14023352_1,572037,1387,0,put the kids in a ophanage and arrest the whore of a mother to a point of not having more biracial kids 8 kids have to suffer all their lives to due a whore,hate
14025960_1,595718,1387,1,"I have to admit I do n't think I 've ever met a Briton ??? and I am English , so you must know something that I do n't know ??? , good for you .",noHate
14025960_3,595718,1387,1,I base this post on the fact that I live a few hundred yards from the house I was born in and have never felt the desire to suck the milk from anything other than an English nipple .,noHate
14026466_2,572653,1387,2,I have this vision of a left christian screeching ' the meek shall inherit the earth `` as a member of the peaceful religion goes a chopping .... humour .,noHate
14026780_1,574902,1387,1,Why would you want to see this pollution spread further into our gene pool ?,hate
14026780_2,574902,1387,1,Thank the Gods she has chosen to go with her own kind .,hate
14032559_1,595825,1387,4,ye i heard that one to. or ' we all came from Africa any way so why dose it matter ' ........ my answer ? ' we evolved to be better',hate
14032740_1,574284,1387,0,Hello to all my friends here on the forum .,noHate
14032740_2,574284,1387,0,"Well , the warm weather is coming in and guess what , I now have to painstakingly endure all the offspring of these immigrants , Africans , foeigners ( Im putting them all because there is that many of them ) all playing out the front of the flats in the small garden area , screeching and shouting and their hyena pitched laughing .",hate
14032740_9,574284,1387,0,"There must have been about 10 of them , all black , and others coming in to join them .",noHate
14032740_10,574284,1387,0,There was not one white child amongst them .,noHate
14034693_1,595936,1387,0,"Every time I see a black security guard they are either sat down or on the phone , they have no proffesionalism whatsoever .",hate
14034808_1,572357,1387,0,"Yes, more homosexual degeneracy foisted upon the silent majority .",hate
14039676_1,595718,1387,0,Do you mean ......,noHate
14039896_1,578507,1387,3,"Yeah, we could do with the same amount of black rapists as the Nordic countries are privileged enough to have .",hate
14060302_2,572837,1383,2,I enjoy when a Brit comes in and tells Bulgarians everything they need to know about themselves .,noHate
14064480_4,574824,1383,0,"In fact , this year this `` event '' is going to be this weekend .",noHate
14068428_1,575256,1383,0,"If Bulgarians are n't slavic , then it 's perhaps time for the rest of them to seek a new name for themselves , cos it 's us that used that ethnonym first , dig ?",noHate
14068441_1,597594,1383,3,"All of ukraine is Russia/Poland/Romania , you fake ukrainians .",hate
14071005_1,572097,1383,0,"Like it or not , and I certainly do n't , but Ireland , especially NI is littered with memorials to , and even statues of , red terrorists .",hate
14074039_1,579750,1383,0,I stumbled n this by accident Absolute savages and yet you will have all the liberal women saying how great multiculturalism is and we are all the same Le TÃ © lÃ © gramme - France - Montpellier ( 34 ) .,hate
14077385_1,591048,1383,0,It's a start .,noHate
14077385_2,591048,1383,2,Hopefully they do n't get intimidated by the enemies of our land and of our freedom - those antifa scum .,hate
14080747_1,579408,1383,1,The powers that be want all Whites dumbed down with Negro blood .,hate
14080747_2,579408,1383,1,They all need to be sent back to Afreka along with the Joos that control our politicians .,hate
14095579_1,573498,1381,2,I so hope that coon got life in jail or the death penaltyYou did and are doing the best you can nobody can ask for more .,hate
14098049_1,598939,1381,2,"LOL, pillow count means nothing , there are actually five ...",noHate
14099272_1,597909,1381,0,"Hi, I am in Nor Cal and there are many other like minded people here too .",noHate
14100290_1,599197,1381,0,"I think I will post one , I placed my profile on Eurodate a few days ago .",noHate
14103292_2,599555,1381,0,I was really excited to come across this site full of like minded people !,noHate
14105677_1,599719,1381,0,i saw it on opp.now i know what your name stands for.congrats you have a nice looking boyfriend.i read opp once and awhile to see if they took my pic off of here yet and put it on there .,noHate
14107440_1,589935,1381,0,"He never mentioned anything about the lack of white women on Stormfront .... He is looking for Proud , White Women in Florida",noHate
14110686_5,600584,1381,0,Hiring someone from this website should ensure we do n't hire undesirables .,hate
14110790_1,600196,1381,0,looking for proud white female in ohio for friends and maybe more .,noHate
14263949_2,572095,1380,0,- YouTube Big Mtn snow makes great dog flips - YouTube New Years Eve Fireworks and Torchlight Parade on Big Mountain - YouTube,noHate
14270442_1,573932,1380,1,"I cant judge because i dont know them all , plus i think they are all good in their own way , that 's why they are moderators",noHate
14287665_3,605599,1380,0,"BTW you are not wrong about Mildura , I went through there in mid 2000 and there was n't a non-White in sight but late last year when I went through there all I saw were islanders , indians , asians , and whatever other crap little johnnie could get dumped into the country .",hate
14299696_2,577213,1380,0,They have caused their own hate from the nations by their hate for everyone else .,hate
14299818_1,576945,1380,0,I just came in from my night job or I 'd look around a bit more .,noHate
14406596_1,576732,1375,0,Might I suggest this documentary series for getting rid of europhobic tendencies ?,noHate
14406596_2,576732,1375,0,"A very eurocentric , pro-western/european civ documentary https : //www.stormfront.org/forum/t994651 / DOWN WITH EUROPHOBIA",noHate
14409265_2,577099,1375,0,Even if that someone openly uses their own name .,noHate
14434191_1,573912,1375,0,It gets back to the question of how we present ourselves in some acceptable fashion while at the same time not changing who we are .,noHate
14434772_3,589918,1375,0,See the threads : Over 1800 gathered to honour Daniel !,noHate
14438185_1,593328,1375,0,I place white power propaganda in fast food restaurants and public places like movie theatre toilets and public toilets and public phone terminals .,noHate
14653434_1,572037,1371,0,i am a white nationalist of a christian faith but still am a white nationalist for racial survival the anti racist christians are the true chirstians ememy,hate
14660182_1,573278,1371,1,"Well, maybe they 're slowly working their way to destroying Eastern Europe .",hate
14663016_2,572542,1371,2,Mexicans have plenty of open space in their countries to develop they do n't need ours .,hate
14667636_2,576528,1371,1,Same with all of Europe after the evil yellow invasion .,hate
14669166_2,573256,1371,0,"The problem is in blacks ' heads , but hey , you have already known that .",hate
14670936_1,575683,1371,1,Does it surprise you that those White hating non-whites still want to live in White countries made GREAT by White people and brought low by non-whites ?,hate
14671829_1,573247,1371,5,They're cowards and simpletons who are utterly incapable of generating a reasoned argument free of sententiously repeated stock phrases and scare-words like `` racist . '',hate
14671829_3,573247,1371,5,"It 's not a coincidence that they attack in packs and side with the herd on every ethical question ; they 're inferior and they know it , ill-suited to standing up alone or thinking through a complex scenario to settle upon an internally consistent position .",hate
14671829_4,573247,1371,5,"They instead decide by convenience , low risk , and unenlightened self-interest .",hate
14671829_5,573247,1371,5,Want a libtard to oppose abortion ?,hate
14671829_7,573247,1371,5,Want a libtard to support White Nationalism ?,hate
14671829_8,573247,1371,5,Tell them we 'll legalize drugs and pedophilia .,hate
14673816_1,577582,1371,1,This is such a stupid question as you are not born poor or rich but if it came down to it obviously white and `` poor '' .,noHate
14674224_2,577613,1371,0,Any kind of civilization Negroes have today is a gift from the White race .,hate
14676276_2,572438,1371,6,What about Asians ...,noHate
14677898_1,572043,1371,0,Nope.,noHate
14677898_3,572043,1371,0,"Liberals will have you believe it is so they can blame Whitey but it 's all such a mixed hell hole , all that breeding with arabs ....",hate
14678603_1,572073,1371,0,I am White and I believe all White people know the difference between right and wrong no matter what they say about their political positions.We are facing genocide as a people and the infighting is just loved by non Whites .,hate
14678705_4,572648,1371,0,Was n't Beethoven a Native American ?,noHate
30385379_3,734863,1359,3,Red hot and smoking .,noHate
30386096_1,587337,1362,0,Lots of free goodies for all the new SF babies !,noHate
30407607_3,573365,1359,0,An Ar15 .,noHate
30407607_9,573365,1359,2,No problem .,noHate
30423567_1,575951,1359,2,That's why I did n't display it .,noHate
30475683_2,576363,1359,2,I remember when that happened ..... could n't have happened to a nicer guy .,noHate
30475686_1,573349,1359,0,"1911 Colt Single Action Army ( A.K.A. Peacemaker ) F & N Five seveN PSG-1 I could go on all day , but I just listed a few off the top of my head",noHate
30484029_2,572648,1359,1,If I had one it would 've probably made the list .,noHate
30488309_1,734703,1348,0,"The Best of West Ireland : Dingle , Galway and the Aran Islands - YouTube South Ireland : Waterford to the Ring of Kerry - YouTube Dublin and Mystical Side-Trips - YouTube Belfast and the Best of Northern Ireland - YouTube",noHate
30496402_1,575397,1388,0,"I honestly hate Indians , Muslims , really anything with brown , black or yellow coloured skin I hate .",hate
30506237_3,576996,1359,0,Always one coming up for sale .,noHate
30513634_1,572273,1359,1,Have you ever gave hard knocks better than you got them ?,noHate
30518244_4,575351,1348,0,"NGC 1977 stretches across the field just below center , separated from NGC 1973 ( above right ) and NGC 1975 ( above left ) by dark regions laced with faint red emission from hydrogen atoms .",noHate
30542025_2,578213,1348,2,"I need to get this done too , but my luck I 'll find out my great-grandfather was an IDF General .",noHate
30542509_1,575634,1354,0,"It's very easy for people to sit behind their computers in the comfort of their homes and judge an elderly gentleman who has dedicated his life to exposing the Holocaust myth when it 's not your office being burned to the ground , when it 's not you being bankrupted or thrown in prison .",noHate
30546994_1,573410,1348,1,"Because they are essentially child-like and until someone steps up and says something they will just carry on , again like children .",hate
30549353_2,608067,1359,0,http://www.the-armory.com/shopsite_s...mmunition.html,noHate
30554924_3,578499,1359,1,Hell some places are a buck a round for green tip its hilarious .,noHate
30558564_1,572793,1348,0,I grew up near Little Italy ( not NY ) and parents grew up in Brooklyn .,noHate
30560311_1,578431,1359,0,Honestly if they ever fired them I 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .,hate
30560311_2,578431,1359,0,I 'm surprised they 're not holding the gun back to front .,hate
30560605_2,572149,1359,0,`` Small '' arms are n't always light weight .,noHate
30564894_1,734814,1348,0,My ancestors who had the good sense and foresight to come and build America .,noHate
30571520_9,574214,1359,0,"Bad for home defense , which is a pity , its probably a spectacular manstopper , those soft lead hollow base Foster slugs flatten out quickly .",noHate
30580366_1,734616,1348,0,And the contributions of whites are everywhere .,noHate
30580366_3,734616,1348,0,Every cultured society and all things therein were created by whites .,hate
30591337_1,573035,1348,0,I had a chance to go visit Chepstow Castle last time I was in the area .,noHate
30603427_1,576285,1359,0,mommy told me never to squelch on someone 's claims. the very fear of exposure makes me want to avoid lying .,noHate
30616911_2,578251,1348,0,Yamaha Aerox 150 PS 1000ccm - YouTube Yep a 1000 cc aerox,noHate
30625900_1,573148,1346,0,I wonder why the Jewish Media always pretends that all the blood thirsty third world savages are victims and it is all Whitey 's fault ?,hate
30632700_1,572082,1362,0,America: 25 percent of American students pass their geography America : 25 percent of American students pass their geography `` Speak for Change,noHate
30632822_3,572388,1362,0,"'Civilization ' is a very contemporary , yet PC-free history of Western Europe .",noHate
30641011_1,574230,1359,0,That is a good article .,noHate
30641011_2,574230,1359,0,I will have to try that and see how much force it adds !,noHate
30653614_1,579130,1346,0,"Homosexuals ca n't undo the fight against White Genocide , only hypocrites can , I 'd rather have openly homosexual men on our side than closet fags or sexual deviants who skulk about pretending to be something they 're not .",hate
30682425_2,572324,1346,0,Faggots are always pushing their homosexual agenda .,hate
30682425_3,572324,1346,0,Even the queers in small towns have been emboldened to go out and peddle the homosexual agenda .,hate
30691218_2,572096,1362,3,"We need more of our kids on the honor role and in college , crowding out the non-W 's !",hate
30704891_1,580946,1362,0,"AS in Business Admin , bachelors may have to wait because the college system in California is falling apart fast with tuition skyrocketing and admission shrinking .",noHate
30712848_1,572744,1354,0,She has more courage than the whole German nation put together .,noHate
30742787_1,576578,1362,0,I'm not really surprised - now going to college with blacks I can tell you they continue to behave in such a manner even in higher education .,hate
30742787_2,576578,1362,0,They always think they are somehow exempt from the rules,hate
30765131_3,614166,1362,0,And a 99 cent unit study store here .,noHate
30773823_1,611943,1362,1,"that sounds like hippyism. im not leaving my children 's values up for grabs. as ive said before , if parents dont feel their children 's heads with good things then the pc patrol will definitely feel their heads with bad things .",noHate
30788723_1,572496,1354,0,The soldiers of today may face this same treatment before they die if things keep going the way it has been .,noHate
30796558_2,572427,1347,0,I 'm just pointing out our version of mercy and the God of the Bible are not even close to the same thing .,noHate
30805388_2,577029,1347,2,"In reality screwing up is it 's own punishment , and nothing deters nor rehabilitates .",noHate
31539421_1,586912,1363,0,I must fall under the Alpine grouping as well .,noHate
31539421_2,586912,1363,0,"I have light brown hair and light brown eyes , like my father .",noHate
31721475_1,593135,1363,0,Don't you love the double standards ?,noHate
31723718_1,589856,1363,2,You are white and you are better then them and the next time they harass you and someone else form a group of buddies and go up to the proncipal office .,hate
31735108_1,577415,1363,0,"I guess I got lucky , I we n't to a public high school and we never had to learn about the holohoax .",hate
31742023_1,577415,1363,0,I see so many BM/WF around my city its not even funny .,hate
31755187_1,750212,1363,0,whats up I thought I might put my pic up here I 'm looking for some friends theres too many negroes around here some times I feel like there is' int any white guy left in the world. so message me and let me know there is stll some white brothers out their .,hate
31757382_2,572475,1363,0,I noticed that that that was your first post .,noHate
31766352_1,587111,1363,0,well im glad to hear there are more youth in our world and lets all hope those mudds and niggs go to h-e-l-l,hate
31767426_2,600770,1363,0,But maybe it was just him .,noHate
33222250_1,572710,1346,2,I would not be surprised if this woman was specifically targeted by local Jews from her town for this abominable treatment .,hate
33222250_2,572710,1346,2,"They must have trapped her somehow , and sent her thru the network to Israel .",hate
33661984_1,735154,1388,0,White men and women who have many white children and teach them.to be white nationalist do more for our cause than these groups .,noHate
12845676_1,572363,1396,3,Only if they get their collective heads out of the punch bowl and wake up to what 's going on in the world .,noHate
12851205_2,576176,1346,2,It 's why they do n't take real ones seriously .,noHate
12858403_2,576069,1346,1,"He is the kind of anti-white , that will whine about ' anti-White racism ' , instead of just calling them ' anti-White ' .",noHate
12870177_3,572215,1346,1,Neither one is better than the other .,noHate
12872101_1,576121,1397,2,And most people will laugh and shake their head at you when you tell them that Jews are a very dangerous group of people .,hate
12873389_2,574987,1396,0,"Thank you for your kind words , hope to meet you in the new white world one day soon .",hate
13059807_1,574041,1345,0,It will be the same here when the goodies run out .,noHate
13059807_3,574041,1345,1,Are there any whites left in that craphole or have they all been killed ?,hate
13250684_1,575536,1345,0,"There is no different versions of bad when it comes to race traitors , if you date a non white it is bad , no matter if the non-white is asian , black or arab.",hate
13272218_2,573561,1345,2,I ca n't fathom seeing all those brainless whites along with their negro counterparts worshipping Obama .,hate
13284493_1,572180,1345,0,She was probably the victim of a groid rage rape also .,hate
13299159_2,579220,1345,2,I hope I see the day when thease worthless pieces of crap are OUT OF HERE .,hate
13330661_1,573895,1345,0,"All the jews I have ever known will do anything for money , and all I can say is there are no good jews",hate
13394158_2,572043,1345,3,"I believe , judging from your other posts , that you belong more towards the back .",noHate
13398095_1,581200,1345,2,And this is why SA went from First World under Botha 's rule ( deKlerk does n't count ) to a Third World begger horde .,hate
13401479_1,581238,1345,3,Just shows how thick they actually are one farmer-one bullet they will just end up starving and asking WHITES to feed them,hate
13427417_1,579281,1347,0,Precisely!,noHate
13450081_1,576824,1347,1,Whites in all their glory against impossibly large hordes of non-whites .,hate
13452119_1,572977,1347,0,Very informative .,noHate
13455266_2,582376,1347,5,The raw footage of these beasts in their moments of candor is so much more revealing and persuasive for helping our fellow white brothers and sisters see the truth than a thousand books could ever be .,hate
13455360_1,572094,1347,0,This disgusting negro makes us ( white people ) look bad .,hate
13455360_2,572094,1347,3,He should be flagged and reported. skyyjohn 's Channel - YouTube EstablishedMen.com sent me on a blind date !,hate
13455420_3,577514,1347,0,It makes me tired .,noHate
13468931_1,583169,1346,1,All i have to say is none of this crap that is happening in the world is going to change unless people on a large scale actually stand up and say no we have had enough and drag the scum in the streets and deal with them in a most violent way .,hate
13473247_5,583605,1346,0,Soon in their minds it is ok to date them and have children with them thus polluting our great race and pushing us further toward extinction .,hate
13480152_2,580712,1346,0,We need to eliminate all of those elements from the white race .,hate
13480579_1,575102,1346,0,"just saw a hershey 's commercial on tv , ca n't find it on jewtube shows a White woman happily sharing candy with some mop headed groid male on an escalator guess I wo n't be buying that stuff ever again",hate
13481672_2,584956,1345,0,If they were jew pieces of garbage who the hell cares what happened to them .,hate
13483062_1,575681,1346,1,Sad it happens more and more they want to take ours but what do they think i want to date one of those negro women,hate
13483920_2,577166,1347,0,I 'm glad we were able to get back to NS in the NS thread .,noHate
13498257_1,575763,1395,0,"Yes, she was born in Svrljig ( 11 .",noHate
13501160_2,586480,1395,0,"I have read a 70 -/ + million figure , 92.5 million figure and an estimate of over 100 million figure So I compromised at 90 .",noHate
13501185_1,575682,1345,1,"they played this on fox news today.said she went ape schmidt , no pun intended , because they had no baffrooms.fox news sucks but at least people get a couple seconds of real news ......... secondly , ive never heard of a sheboon before.a new specie , from the chimpout family ?",hate
13501379_1,586486,1395,0,I think there is more threat from Russians than from Jews .,hate
13501379_2,586486,1395,0,There are really few Jews and millions of those bastards on the body of our country .,hate
13501659_2,586411,1395,0,2508,noHate
13502945_1,586345,1395,0,i hope our patriots will throu eggs at them and will say some thing like get out to the jungle or i think our coach will make them to go to the trainnig at minus - 30C or - 50F that they uuuu will never be able to play agane and will fly to africa after first tranning 2508,hate
13573521_1,575672,1394,0,Yes he is very sick person with identity crisis who need therapy .,noHate
13585848_2,581214,1393,0,Why on earth are the swedish parents letting their Kids grow up in an ethnic school !,hate
13585848_3,581214,1393,0,That Ca n't be good !!,noHate
13590627_2,586990,1393,0,It does n't matter how you dress up a mud .,hate
13590627_3,586990,1393,0,A mud is a mud is a mud that 's all there is to it .,hate
13591202_2,586693,1393,0,"Yes Muslims do breed like vermin , i believe that 's part of their intention to breed out other races in order to make themselves the majority .",hate
13591250_13,576390,1393,0,"Elected from the Fredericia district , in the Vejle region , she is the youngest member in the history of the Assembly .",noHate
13592619_2,589795,1393,0,Thank Odin they do n't try to come in the modern day .,hate
13614693_1,581214,1393,0,Shocking This is a similiar incident to that of a Boy in England recently who was killed by Muslims for wearing an England Shirt .,noHate
13621261_6,579371,1393,0,"The Chechen beast was one of those who committed killing in the name of Allah against our Russian brothers , like the theater in Moskva .",hate
13621261_7,579371,1393,0,May they be put away for good .,hate
13621261_8,579371,1393,0,We do n't need such scum .,hate
13845939_1,584989,1391,0,It made me sick looking at all the Blacks and Asians .,hate
13845978_1,591076,1391,0,oh dear isnt that terrible well i suppose they will just have to leave then and go somewhere they are more valued,hate
13846211_1,587539,1391,0,"If that Nigerian bitch thinks she will be elected in Tallaght , she is in for a rude awakening .",hate
13846211_2,587539,1391,0,"Lynched perhaps , elected , no.",noHate
13850034_2,592500,1391,0,It 'll be a welcome change to see a fellow WN from seeing hundreds of lefty bastards going to see RATM .,hate
13850783_3,577024,1391,0,Now it is time to drive out all traitors !,noHate
13855833_2,577171,1391,7,Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enriching ' ( ruining ) with tripe like this .,hate
13856936_1,591103,1391,1,Save Ireland has a job he works for MSI are you saying their is a more important job than trying to stop the Immigration invasion into Ireland ?,hate
13861494_2,586411,1391,0,Has it gone or can I just not find it ?,noHate
13862513_1,591076,1391,0,i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,hate
13862647_1,591103,1391,1,"Most of them dont even work , but I have no doubt that some of them will be pushed into high positions in society .",hate
13862779_1,580968,1391,0,"The rag-heads dont have the numbers to kick off in Ireland yet , but when they do , you will know all about it .",hate
13863585_1,573923,1391,3,Don't take me wrong but a pig is a pig in any country and such is the actress who played the part on this show .,hate
13864296_1,587137,1391,0,"that is the sadest news i have ever heard in my entire life , ireland not a white country. its like saying the world is ending",hate
13866148_2,589830,1391,0,All para-militaries are just criminal scum !!!!,hate
13946706_2,594309,1388,0,It has become unbearable and is seriously changing me as a person watching my country be decimated .,hate
14014660_3,590819,1388,0,Welcome to the fight .,noHate
14014956_1,577664,1388,1,Last thing we want is them moving off the reserves .,hate
14015131_1,578856,1388,1,Seems like you cant get away from these parasites anymore its happening and getting worse everywhere .,hate
14020427_1,588751,1388,0,Exactly if there was a network of devoted white nationalists across Canada there 's no knowing what we could actually accomplish .,noHate
14026050_3,576882,1387,0,Also i would have no problem if Spain sent back the hundreds of thousands of Brits back home we dont have a right to flood a country like that with our folk .,noHate
